Asset,Timeframe,Date,Price,EMA21,ATR,RSI,RSI_Z_Score,ATR_Distance,Pct_Above_EMA,High,Low,Volume,Unnamed: 10,Unnamed: 11,Unnamed: 12
EIGEN,1w,2026-09-07,0.2205100059509277,0.2290911650588556,0.0630739366208146,45.10742850845956,1.472284006580316,-0.136049207765733,-3.745739869856315,0.2516030073165893,0.2266809940338134,99217539.0,0.2212214022874832,0.2109131813049316,19019864.0
ETH,1d,2026-09-10,2420.239990234375,2395.931022435074,86.90594072433143,56.12262325413647,-1.77344893692816,0.2797158352661993,1.0145938080719479,1867.17822265625,1822.1949462890625,12379492352.0,2482.849365234375,2409.57861328125,15630786560.0
ETH,1w,2026-09-07,2490.18994140625,2156.208768771177,239.5411880730331,59.20228577505571,1.751613371364676,1.3942536368035647,15.489278101090784,1944.1607666015625,1749.3475341796875,61748178276.0,2534.019287109375,2480.05859375,12927292416.0
EURUSD,1d,2026-09-10,1.160496711730957,1.160318013805352,0.004728161689757004,52.24963847271169,-1.188422172044481,0.03779437703922556,0.015400771467732752,1.1456066370010376,1.1439030170440674,0.0,1.16441547870636,1.15968918800354,0.0
EURUSD,1w,2026-09-07,1.1470258235931396,1.1569280318130837,0.0116437715556019,52.21991215781082,0.9110157793524604,-0.7059457695484426,-0.8559052894954712,1.1456066370010376,1.1439030170440674,0.0,1.163873314857483,1.160900831222534,0.0
FTSE,1d,2026-09-10,10626.0302734375,10775.46983866798,91.96870527308577,36.34147833757594,-2.37095252800194,-1.6248958250172527,-1.386849645239714,10611.9404296875,10549.1201171875,0.0,10688.0400390625,10594.33984375,0.0
FTSE,1w,2026-09-07,10788.0498046875,10586.05488348703,225.0712279859615,60.84319110376979,0.7849787140135697,0.8632021286364324,1.9081227466103363,10611.9404296875,10549.1201171875,0.0,10868.26953125,10794.169921875,0.0
FUFU,1d,2026-09-09,1.320000052452087,1.352978380580172,0.105305355444186,46.67387147745077,-0.2921331311399148,-0.3131685752256379,-2.437461573772053,1.465000033378601,1.3799999952316284,59700.0,1.320000052452087,1.320000052452087,2455.0
FUFU,1w,2026-09-07,1.320000052452087,1.63247827049281,0.3437290849522296,38.13338145272925,-0.2075489839330079,-0.909082855424208,-19.14134011391114,1.5099999904632568,1.3300000429153442,336178.0,1.384999990463257,1.299999952316284,46455.0
GAS,1d,2026-09-10,1.207023978233337,1.205917718886757,0.06492711806860184,52.77812815635102,-1.28207341322945,0.017038479136116433,0.09173588954321728,1.0513049364089966,1.0331931114196775,3956937.0,1.24574887752533,1.19964587688446,2110881.0
GAS,1w,2026-09-07,1.240183234214783,1.262753606166631,0.2016018261304501,44.76648897038143,1.372733564108005,-0.1119551959675375,-1.787393189108788,1.073583960533142,1.016052007675171,16168356.0,1.245951294898987,1.22106659412384,1119021.0
GBPUSD,1d,2026-09-10,1.350055932998657,1.353234325260488,0.006197193022804829,47.02730698358019,-1.381900674365863,-0.5128761118356113,-0.23487375412378064,1.347981333732605,1.3457320928573608,0.0,1.356024146080017,1.349345564842224,0.0
GBPUSD,1w,2026-09-07,1.354129195213318,1.340837426710751,0.0159651547595223,55.97658794494698,0.9550089955034552,0.7026225973911512,0.9913035121023808,1.347981333732605,1.3457320928573608,0.0,1.354499697685242,1.350657820701599,0.0
GOLD,1d,2026-09-10,4389.0,4415.992271393842,78.16839598834983,49.41751746595601,-1.226705837603683,-0.3453092653694098,-0.6112390995041868,4012.199951171875,3974.10009765625,29816.0,4479.89990234375,4365.39990234375,109397.0
GOLD,1w,2026-09-07,4483.0,4381.538115994971,214.7556682675463,51.7392962514101,0.7813502344203663,0.467785386916728,2.3156681813319944,4012.199951171875,3974.10009765625,29816.0,4481.2998046875,4426.2001953125,62980.0
HIVE,1d,2026-09-09,3.170000076293945,2.946949936662367,0.225555001802672,55.86848918256329,1.442882503891279,0.988894672469798,7.568847263289393,3.109999895095825,2.869999885559082,18924000.0,3.194999933242798,3.119999885559082,704435.0
HIVE,1w,2026-09-07,3.170000076293945,3.061248709691164,0.5877001801254267,51.62302328402972,-0.2166364208187457,0.1850456581101799,3.5525165354419146,3.369999885559082,2.869999885559082,78934462.0,3.25,3.089999914169312,17714935.0
HSI,1d,2026-09-10,24954.470703125,25390.57381559146,338.4293884427099,41.0392766211594,-2.217610584960933,-1.2886088719221356,-1.717578797682245,25221.439453125,24825.01953125,3436100000.0,25021.810546875,24889.640625,0.0
HSI,1w,2026-09-07,25008.599609375,24992.88877210218,901.8139944560104,52.94637623583021,0.7627338159299208,0.0151964247158206,0.0628612299125604,25221.439453125,23902.05078125,13245700000.0,25664.98046875,25362.98046875,0.0
HUT,1d,2026-09-09,100.6500015258789,89.1694870086711,7.662435257554931,59.38140437683285,2.357859504826245,1.49828535332659,12.874936149505276,101.66999816894533,90.0199966430664,4455700.0,101.8300018310547,99.48999786376952,172203.0
